transactionId,transactionType,transactionDate,merchantName,storeName,deviceName,location,totalAmount,cardHolderName,cardType,currencyCode,transactionStatus,failureReason
TXN000157,PURCHASE,2024-10-22 11:46:55,Brennan-Jennings,and Sons,POS-6038,South Mary,677.9,Danny Simpson,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000158,CASHBACK,2024-11-11 11:46:55,"House, Davis and Torres",Group,POS-5699,Lake Michael,586.24,Peter Hall,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000159,CASHBACK,2024-10-29 11:46:55,Newton Group,Ltd,POS-6372,Justinberg,373.32,Barbara Kelly,VISA,EUR,SUCCESS,SUCCESS
TXN000160,REFUND,2025-04-26 11:46:55,Perez-Fletcher,Ltd,POS-3896,Ryanstad,515.37,Pamela Klein,VISA,EUR,SUCCESS,SUCCESS
TXN000161,PURCHASE,2024-11-02 11:46:55,Delacruz-Castillo,LLC,POS-4497,South Ericbury,242.96,Tara Morgan,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000162,REFUND,2025-01-15 11:46:55,Rodriguez Group,Group,POS-3171,Palmershire,632.7,Connie Ross,VISA,USD,SUCCESS,SUCCESS
TXN000163,CASHBACK,2024-09-12 11:46:55,Tucker-Edwards,Ltd,POS-6875,North Thomasfurt,494.31,Crystal Ponce,AMEX,USD,SUCCESS,SUCCESS
TXN000164,PURCHASE,2024-10-03 11:46:55,Johnston Inc,Group,POS-3671,West Jamesmouth,664.24,Christopher Hale,RUPAY,GBP,SUCCESS,SUCCESS
TXN000165,CASHBACK,2025-02-04 11:46:55,Hall Inc,Inc,POS-2290,Nicholsberg,266.57,Larry Donovan,RUPAY,EUR,SUCCESS,SUCCESS
TXN000166,REFUND,2025-02-15 11:46:55,Miller Group,and Sons,POS-7292,New Peggychester,944.34,Christopher Young,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000167,REFUND,2025-03-09 11:46:55,Reyes-Aguirre,Group,POS-6622,South Theresa,864.33,Troy Johnson,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000168,REFUND,2024-08-05 11:46:55,Padilla-Wilcox,Ltd,POS-3659,Davidsonhaven,311.85,Tony Espinoza,AMEX,USD,SUCCESS,SUCCESS
TXN000169,CASHBACK,2024-08-26 11:46:55,Johnson-Thomas,Ltd,POS-3477,South Jamie,359.89,Emma Fisher,RUPAY,USD,SUCCESS,SUCCESS
TXN000170,PURCHASE,2025-03-13 11:46:55,"Martinez, Garcia and Bartlett",Inc,POS-1736,Harrisonmouth,22.32,Betty Scott,AMEX,USD,FAILED,Suspicious transaction (anomaly)
TXN000171,PURCHASE,2025-01-19 11:46:55,Cunningham LLC,and Sons,POS-7924,Wrightfort,144.49,Jennifer Griffin,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000172,REFUND,2025-05-03 11:46:55,Tran Group,and Sons,POS-6866,Allenfort,318.83,Darren Campbell,AMEX,GBP,SUCCESS,SUCCESS
TXN000173,REFUND,2025-07-10 11:46:55,"Tucker, Frederick and Hernandez",PLC,POS-7705,East Kevinhaven,892.01,Barbara Brown,RUPAY,USD,SUCCESS,SUCCESS
TXN000174,CASHBACK,2025-05-13 11:46:55,Johnson-Berg,and Sons,POS-7699,Myersborough,954.41,Corey Myers,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000175,CASHBACK,2025-05-05 11:46:55,Barron-Fleming,PLC,POS-9420,Lake Mark,841.65,Kimberly York,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000176,REFUND,2025-03-15 11:46:55,"Hamilton, Schultz and Williamson",Ltd,POS-3888,New Scott,254.33,Taylor Bridges,VISA,EUR,SUCCESS,SUCCESS
TXN000177,CASHBACK,2024-07-29 11:46:55,"Simon, Smith and Brown",and Sons,POS-3757,Sawyerbury,720.61,Ashley Sheppard,RUPAY,USD,SUCCESS,SUCCESS
TXN000178,CASHBACK,2024-08-27 11:46:55,"Coleman, Brewer and Mcneil",Ltd,POS-8495,Trevorborough,713.01,Justin Kelly,VISA,INR,SUCCESS,SUCCESS
TXN000179,REFUND,2025-01-03 11:46:55,Myers-Branch,LLC,POS-1446,Jonesbury,629.51,Nicole Finley,VISA,GBP,SUCCESS,SUCCESS
TXN000180,PURCHASE,2025-01-12 11:46:55,Sampson-Zimmerman,and Sons,POS-5796,Janettown,674.93,Brandon Gutierrez,RUPAY,EUR,SUCCESS,SUCCESS
TXN000181,CASHBACK,2025-01-13 11:46:55,"Russo, Jenkins and Clark",Inc,POS-3658,New Dawn,738.14,James Medina Jr.,RUPAY,INR,SUCCESS,SUCCESS
TXN000182,REFUND,2024-11-04 11:46:55,"Vasquez, Smith and Barnes",LLC,POS-7432,Christophertown,24.64,Cynthia Faulkner,AMEX,GBP,FAILED,Suspicious transaction (anomaly)
TXN000183,PURCHASE,2024-10-15 11:46:55,Matthews PLC,LLC,POS-5299,South Jonathan,934.75,Diana Roberson,VISA,GBP,SUCCESS,SUCCESS
TXN000184,REFUND,2025-05-14 11:46:55,Reyes Ltd,PLC,POS-7615,Jeremyshire,353.12,Brandon Moore,VISA,USD,SUCCESS,SUCCESS
TXN000185,REFUND,2025-06-27 11:46:55,"Silva, Washington and Moses",PLC,POS-5160,Grahamfurt,683.92,Allison Hamilton,AMEX,EUR,SUCCESS,SUCCESS
TXN000186,CASHBACK,2024-10-23 11:46:55,"Walls, Anderson and Thomas",Inc,POS-6575,Lake Russellton,392.21,Deborah Wilson,AMEX,EUR,SUCCESS,SUCCESS
TXN000187,PURCHASE,2024-09-28 11:46:55,Brooks-Pratt,and Sons,POS-6397,West Zacharytown,806.75,Jon Johnson,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000188,PURCHASE,2025-04-27 11:46:55,Rivera-Cooper,Inc,POS-6417,Mosesland,847.75,Brian Jones,VISA,USD,SUCCESS,SUCCESS
TXN000189,CASHBACK,2025-04-26 11:46:55,"Anderson, Johnson and Pittman",and Sons,POS-6645,Colinborough,369.56,Melissa Hayden MD,AMEX,INR,FAILED,Currency mismatch
TXN000190,REFUND,2024-12-20 11:46:55,"Hale, Gonzales and Moore",Ltd,POS-8061,Terriside,987.6,Cindy Clayton,VISA,EUR,FAILED,Suspicious transaction (anomaly)
TXN000191,CASHBACK,2025-06-22 11:46:55,Hill Ltd,Inc,POS-8239,Lake Loriport,134.59,Rachael Morris,VISA,GBP,SUCCESS,SUCCESS
TXN000192,CASHBACK,2024-08-09 11:46:55,Carr LLC,Inc,POS-5220,Lake Joshua,749.81,Justin Grimes,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000193,CASHBACK,2024-12-09 11:46:55,Perry PLC,Group,POS-5566,North Brittneymouth,950.29,Carrie Allen MD,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000194,PURCHASE,2024-08-11 11:46:55,"Mitchell, Johnson and Smith",LLC,POS-3578,Port Theresamouth,583.89,Joshua Krause,RUPAY,GBP,SUCCESS,SUCCESS
TXN000195,REFUND,2025-02-05 11:46:55,Logan and Sons,Ltd,POS-5668,West Carla,23.5,Jennifer Aguilar,AMEX,INR,FAILED,Currency mismatch
TXN000196,CASHBACK,2024-10-18 11:46:55,Tapia-Lozano,PLC,POS-6208,Prestonville,990.19,Christopher Williams,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000197,PURCHASE,2025-07-11 11:46:55,"Morton, Reyes and Allen",LLC,POS-9377,Port Ianberg,163.78,Alexis Molina,RUPAY,INR,SUCCESS,SUCCESS
TXN000198,REFUND,2025-06-26 11:46:55,"Gutierrez, Rose and Porter",LLC,POS-7744,Reynoldston,640.3,Stephen Warren,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000199,REFUND,2024-10-17 11:46:55,Wright and Sons,LLC,POS-3597,East Andrea,683.46,Alexander Hall,AMEX,GBP,SUCCESS,SUCCESS
TXN000200,PURCHASE,2025-03-09 11:46:55,"Butler, Stephenson and Acevedo",and Sons,POS-4966,Port Bonnie,281.73,David Huerta,RUPAY,USD,SUCCESS,SUCCESS
TXN000201,CASHBACK,2024-11-27 11:46:55,Lindsey-Foley,Ltd,POS-4878,Lake Stevenborough,746.6,Christopher Wagner,RUPAY,USD,SUCCESS,SUCCESS
TXN000202,PURCHASE,2025-04-21 11:46:55,Cruz PLC,Group,POS-8217,East Melissaside,924.32,Roger Miller,RUPAY,GBP,SUCCESS,SUCCESS
TXN000203,REFUND,2025-03-07 11:46:55,"Terrell, Reese and Cole",LLC,POS-8163,Dudleyfurt,882.97,Billy Gill,AMEX,INR,FAILED,Currency mismatch
TXN000204,PURCHASE,2025-02-07 11:46:55,"Sanchez, Clark and Williams",Inc,POS-1493,Lake Seanmouth,497.59,Stephanie Stanley,AMEX,EUR,SUCCESS,SUCCESS
TXN000205,REFUND,2024-12-29 11:46:55,"Sims, Hicks and Smith",and Sons,POS-8137,Elizabethstad,777.69,Elizabeth May,RUPAY,USD,SUCCESS,SUCCESS
TXN000206,CASHBACK,2024-11-18 11:46:55,Anderson-Mendoza,Ltd,POS-6809,New Randy,831.55,Jeremiah Alvarez,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000207,REFUND,2025-07-02 11:46:55,Pace-Haynes,LLC,POS-7522,Melissafurt,478.99,James Woodard,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000208,PURCHASE,2024-09-28 11:46:55,Craig-Sherman,and Sons,POS-6692,South Javier,367.41,Katrina Morton,VISA,EUR,SUCCESS,SUCCESS
TXN000209,CASHBACK,2025-05-19 11:46:55,"Sherman, Schmidt and Pruitt",Ltd,POS-9857,Starkview,476.39,Jesus Santos,AMEX,USD,FAILED,Suspicious transaction (anomaly)
TXN000210,REFUND,2024-12-25 11:46:55,Clarke and Sons,LLC,POS-3052,Vazqueztown,984.47,Brian Scott,AMEX,GBP,FAILED,Suspicious transaction (anomaly)
TXN000211,CASHBACK,2025-05-03 11:46:55,Petersen and Sons,and Sons,POS-3416,Lake Michael,410.16,Alexa Ewing,AMEX,USD,SUCCESS,SUCCESS
TXN000212,PURCHASE,2025-05-11 11:46:55,Smith and Sons,LLC,POS-3194,South Madeline,911.51,Shannon Miller,VISA,USD,SUCCESS,SUCCESS
TXN000213,CASHBACK,2024-07-26 11:46:55,Casey-Lyons,and Sons,POS-7344,New Amandastad,950.18,Sheila Cruz,AMEX,USD,FAILED,Suspicious transaction (anomaly)
TXN000214,PURCHASE,2024-10-01 11:46:55,Lopez-White,Ltd,POS-3857,New Brittany,815.17,Mark Lozano,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000215,REFUND,2024-07-21 11:46:55,Bullock Inc,Group,POS-5159,Lake Deborahberg,784.51,Jennifer Rivera,RUPAY,EUR,SUCCESS,SUCCESS
TXN000216,REFUND,2024-10-05 11:46:55,"Howe, Harvey and Klein",LLC,POS-3503,West Tiffany,48.22,Denise Rowland,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000217,REFUND,2025-06-08 11:46:55,"Durham, Adams and Brewer",Group,POS-4160,North William,651.92,Jennifer West,RUPAY,EUR,SUCCESS,SUCCESS
TXN000218,REFUND,2024-10-20 11:46:55,"Moore, Bradshaw and Miranda",Ltd,POS-3611,New Kiaraburgh,712.44,Karen Parks,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000219,CASHBACK,2025-06-15 11:46:55,Cohen Group,LLC,POS-9903,Kristenstad,91.59,Kimberly Jones,AMEX,USD,FAILED,Suspicious transaction (anomaly)
TXN000220,PURCHASE,2025-05-22 11:46:55,Franklin and Sons,Inc,POS-8007,Cruzfort,611.47,Emily Weiss,RUPAY,INR,SUCCESS,SUCCESS
TXN000221,REFUND,2024-10-25 11:46:55,Warner Ltd,PLC,POS-6931,North Jason,987.37,Stephanie Williams,VISA,EUR,FAILED,Suspicious transaction (anomaly)
TXN000222,REFUND,2025-07-03 11:46:55,Anderson-Simon,LLC,POS-3991,Sullivanside,736.42,Russell Johns,VISA,INR,SUCCESS,SUCCESS
TXN000223,CASHBACK,2025-04-07 11:46:55,Castro and Sons,Ltd,POS-1723,New Stephanie,419.7,Laura Roberts,VISA,INR,SUCCESS,SUCCESS
TXN000224,REFUND,2025-06-18 11:46:55,Lewis-Cohen,Ltd,POS-3755,New Kimland,364.3,Margaret Moore,VISA,GBP,SUCCESS,SUCCESS
TXN000225,PURCHASE,2024-12-01 11:46:55,Wall PLC,and Sons,POS-6815,West Adammouth,608.1,Erin Potter,AMEX,INR,FAILED,Currency mismatch
TXN000226,CASHBACK,2024-11-24 11:46:55,Watson LLC,Group,POS-7753,Faithfort,188.86,Angela Stewart,RUPAY,INR,SUCCESS,SUCCESS
TXN000227,PURCHASE,2024-12-28 11:46:55,Frank-Daniels,PLC,POS-2050,Stonebury,364.03,James Baxter,VISA,USD,SUCCESS,SUCCESS
TXN000228,REFUND,2025-07-04 11:46:55,Hernandez-Jones,and Sons,POS-3901,South Deannaville,409.73,Kelly Cunningham,VISA,INR,SUCCESS,SUCCESS
TXN000229,REFUND,2024-10-04 11:46:55,Mays-Booth,Group,POS-9126,Vargasmouth,481.77,Summer Owens,VISA,GBP,SUCCESS,SUCCESS
TXN000230,REFUND,2025-06-30 11:46:55,Hall-Shaw,Ltd,POS-9451,Harringtonstad,104.76,Jose Wright,VISA,INR,FAILED,Suspicious transaction (anomaly)
TXN000231,REFUND,2025-05-25 11:46:55,Alvarez LLC,Group,POS-8723,New Andrew,968.46,Vanessa Hudson,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000232,PURCHASE,2025-07-14 11:46:55,Dunlap and Sons,LLC,POS-7171,Toddchester,344.31,Matthew Young,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000233,PURCHASE,2025-04-24 11:46:55,"Woods, Swanson and Cooper",Ltd,POS-4974,North Kathleen,943.72,Mr. Timothy Whitaker,AMEX,USD,SUCCESS,SUCCESS
TXN000234,REFUND,2024-08-28 11:46:55,"Roberts, Johns and Webb",Inc,POS-7522,Lutzburgh,53.73,Emily Murphy,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000235,REFUND,2025-04-18 11:46:55,Bradley-Grimes,Ltd,POS-4902,New Russell,358.56,James Allen,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000236,REFUND,2025-01-09 11:46:55,Estes-Herrera,LLC,POS-3260,Allenmouth,392.64,Brianna Sanchez,VISA,EUR,SUCCESS,SUCCESS
TXN000237,CASHBACK,2025-07-12 11:46:55,Pierce-Herrera,Ltd,POS-7388,South Timothyburgh,721.28,Lisa Mckinney,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000238,PURCHASE,2025-07-02 11:46:55,Fernandez and Sons,LLC,POS-6297,Hillborough,514.99,Jason Simon,VISA,USD,SUCCESS,SUCCESS
TXN000239,PURCHASE,2024-09-24 11:46:55,Lee and Sons,PLC,POS-3419,Port Angela,780.54,Jonathan Barker,RUPAY,USD,SUCCESS,SUCCESS
TXN000240,REFUND,2024-12-03 11:46:55,Cervantes-Allison,Ltd,POS-6454,Brownville,714.09,Felicia Moore,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000241,CASHBACK,2025-03-26 11:46:55,Gilbert-Hansen,LLC,POS-9738,Farrellfort,406.38,Tracy Davis,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000242,CASHBACK,2024-08-11 11:46:55,Cowan Ltd,Inc,POS-6744,Port Donnahaven,966.39,Nicholas Carlson,RUPAY,GBP,SUCCESS,SUCCESS
TXN000243,PURCHASE,2024-11-15 11:46:55,Santana and Sons,Inc,POS-7254,Port Codyport,232.78,Kevin Myers,RUPAY,EUR,SUCCESS,SUCCESS
TXN000244,CASHBACK,2024-11-10 11:46:55,Barton PLC,PLC,POS-7505,West Kenneth,921.21,Leslie Perez,VISA,INR,SUCCESS,SUCCESS
TXN000245,REFUND,2024-10-18 11:46:55,Liu LLC,Group,POS-7091,Dustinview,546.92,Chad Bridges,RUPAY,EUR,SUCCESS,SUCCESS
TXN000246,REFUND,2025-06-24 11:46:55,Dickson-White,PLC,POS-6268,West Amandafort,868.66,Nicole Figueroa,RUPAY,USD,SUCCESS,SUCCESS
TXN000247,CASHBACK,2025-06-20 11:46:55,Roach Ltd,PLC,POS-3362,Latoyabury,716.34,Charles Clark,VISA,GBP,SUCCESS,SUCCESS
TXN000248,CASHBACK,2024-12-25 11:46:55,"Lowe, Barnes and Thomas",PLC,POS-8093,New Lucasbury,925.32,Joyce Beck,RUPAY,GBP,SUCCESS,SUCCESS
TXN000249,PURCHASE,2025-04-19 11:46:55,Hall-Banks,Ltd,POS-6578,Emmaborough,479.62,John Gomez,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000250,CASHBACK,2025-05-18 11:46:55,"Costa, Robinson and Tran",Inc,POS-7033,South Daniel,351.97,Marissa Black,AMEX,GBP,SUCCESS,SUCCESS
TXN000251,CASHBACK,2024-10-22 11:46:55,Baldwin Group,and Sons,POS-1883,Greenside,203.74,Rick Stevenson,AMEX,EUR,FAILED,Suspicious transaction (anomaly)
TXN000252,CASHBACK,2024-09-19 11:46:55,Alexander-Murphy,PLC,POS-6319,West Marissafurt,303.08,Janet Martinez,VISA,INR,SUCCESS,SUCCESS
TXN000253,CASHBACK,2024-12-06 11:46:55,"Marquez, Carroll and Douglas",LLC,POS-1571,Blackshire,685.4,Christine Harris DVM,AMEX,GBP,SUCCESS,SUCCESS
TXN000254,CASHBACK,2025-03-30 11:46:55,Nichols Inc,PLC,POS-6683,Curryburgh,142.82,David Davis,VISA,INR,SUCCESS,SUCCESS
TXN000255,PURCHASE,2025-06-29 11:46:55,Russell-Clay,PLC,POS-8054,New James,580.93,Corey Villarreal MD,RUPAY,USD,SUCCESS,SUCCESS
TXN000256,CASHBACK,2024-07-16 11:46:55,"Lee, Ray and Fowler",Group,POS-2275,Hancockview,780.02,Kaitlin Mccoy,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000257,PURCHASE,2025-03-30 11:46:55,Bell and Sons,Ltd,POS-3694,East Scotthaven,235.97,Samantha Thomas,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000258,REFUND,2024-08-29 11:46:55,Ruiz-Munoz,Ltd,POS-5719,Philipport,719.28,Ann Martinez,AMEX,USD,SUCCESS,SUCCESS
TXN000259,REFUND,2025-03-02 11:46:55,Wood-Howell,Inc,POS-3593,Port Derek,349.05,Cynthia Smith,AMEX,EUR,SUCCESS,SUCCESS
TXN000260,REFUND,2024-10-03 11:46:55,Thomas-Richard,LLC,POS-6001,North William,242.19,Nathaniel Ward,RUPAY,INR,SUCCESS,SUCCESS
TXN000261,REFUND,2024-11-15 11:46:55,Gonzalez LLC,PLC,POS-9381,Curtisfurt,313.1,Charles Jones,RUPAY,GBP,SUCCESS,SUCCESS
TXN000262,PURCHASE,2024-07-30 11:46:55,"Stanley, Rose and Greer",Group,POS-3523,Ericberg,156.17,Jessica Figueroa,VISA,EUR,SUCCESS,SUCCESS
TXN000263,CASHBACK,2024-08-19 11:46:55,David and Sons,Group,POS-9412,Gileston,120.07,John Miller,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000264,PURCHASE,2025-06-26 11:46:55,Holland-Garcia,Group,POS-1171,New Brad,124.24,Melinda Lawrence,AMEX,GBP,SUCCESS,SUCCESS
TXN000265,REFUND,2025-05-20 11:46:55,Underwood-Mclaughlin,LLC,POS-8415,Martinville,375.4,Lauren Luna,AMEX,GBP,SUCCESS,SUCCESS
TXN000266,PURCHASE,2025-04-24 11:46:55,"Moore, Crawford and Mahoney",and Sons,POS-2276,East Douglasberg,782.71,Valerie Charles,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000267,CASHBACK,2025-04-20 11:46:55,"Oliver, Jones and Ramirez",LLC,POS-9472,Rayview,414.81,Wendy Erickson,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000268,CASHBACK,2024-07-29 11:46:55,Carey Group,Inc,POS-7635,Marvinchester,271.49,Alex Phillips,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000269,PURCHASE,2024-12-01 11:46:55,Lewis Inc,PLC,POS-1879,East Monique,917.09,Francisco Baxter,VISA,GBP,SUCCESS,SUCCESS
TXN000270,REFUND,2025-03-17 11:46:55,Fisher-Stone,and Sons,POS-9303,Jenniferside,874.68,Tammy Evans MD,VISA,GBP,FAILED,Suspicious transaction (anomaly)
TXN000271,CASHBACK,2025-05-23 11:46:55,"Nelson, Owen and Green",LLC,POS-5402,West Dustintown,834.83,Mason Williams,RUPAY,GBP,SUCCESS,SUCCESS
TXN000272,REFUND,2025-03-01 11:46:55,Dixon-Ingram,Group,POS-3965,East Mary,237.47,Ryan Zimmerman,AMEX,EUR,SUCCESS,SUCCESS
TXN000273,REFUND,2024-09-06 11:46:55,Washington Group,LLC,POS-3353,Andersonfort,462.35,Shane Benson,VISA,GBP,SUCCESS,SUCCESS
TXN000274,REFUND,2024-09-28 11:46:55,Morgan Ltd,Ltd,POS-7717,Lake Anthonyport,560.58,Nathan Lee,AMEX,GBP,SUCCESS,SUCCESS
TXN000275,PURCHASE,2025-05-19 11:46:55,Chan-Anderson,Ltd,POS-5861,East Michaelfort,149.66,Michael Gomez,VISA,EUR,SUCCESS,SUCCESS
TXN000276,CASHBACK,2025-06-15 11:46:55,Ortiz-Silva,Inc,POS-3241,Andersontown,590.63,Kelly Haynes,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000277,PURCHASE,2024-12-19 11:46:55,"Castillo, Long and Le",Group,POS-9033,Lake Maryburgh,716.98,Joseph Grant,VISA,GBP,SUCCESS,SUCCESS
TXN000278,CASHBACK,2025-01-18 11:46:55,"Rogers, Novak and Smith",LLC,POS-6620,Shaunborough,873.86,Stephen Duncan,VISA,EUR,SUCCESS,SUCCESS
TXN000279,PURCHASE,2024-11-02 11:46:55,Gardner-Pineda,Group,POS-6103,North Adammouth,281.71,Emily Wilson,VISA,GBP,SUCCESS,SUCCESS
TXN000280,REFUND,2024-10-27 11:46:55,Oneal-Garcia,PLC,POS-6584,Joybury,100.75,Ashley Martin,AMEX,GBP,SUCCESS,SUCCESS
TXN000281,PURCHASE,2025-01-07 11:46:55,Martin LLC,Ltd,POS-7244,South Janet,862.12,Kristina Smith,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000282,REFUND,2025-04-03 11:46:55,Garcia Inc,Ltd,POS-8882,Clarkfurt,663.4,Matthew Wagner,AMEX,INR,FAILED,Currency mismatch
TXN000283,REFUND,2024-09-04 11:46:55,Lopez-Bowman,Inc,POS-3119,Wallerbury,832.84,Jose Kennedy,VISA,GBP,SUCCESS,SUCCESS
TXN000284,REFUND,2024-10-31 11:46:55,"Mcdonald, Garner and Mckee",LLC,POS-8716,Kimberlyburgh,236.36,Stephanie Morris,AMEX,INR,FAILED,Currency mismatch
TXN000285,REFUND,2025-02-22 11:46:55,Watson PLC,Ltd,POS-6885,Emmatown,972.97,Mrs. Kelly Santana,AMEX,USD,FAILED,Suspicious transaction (anomaly)
TXN000286,REFUND,2025-02-15 11:46:55,Velasquez Ltd,PLC,POS-2976,Andreaton,451.53,Steven Conner PhD,AMEX,EUR,SUCCESS,SUCCESS
TXN000287,CASHBACK,2025-04-10 11:46:55,Smith-Bradley,Inc,POS-6539,Braunland,504.31,Melissa Everett,VISA,GBP,SUCCESS,SUCCESS
TXN000288,REFUND,2024-11-19 11:46:55,Austin-Clark,Group,POS-9413,New Thomasmouth,467.16,April Jensen,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000289,CASHBACK,2025-02-05 11:46:55,Cole-Palmer,LLC,POS-8973,North Christopherfurt,240.33,Jane Newman,VISA,USD,SUCCESS,SUCCESS
TXN000290,REFUND,2025-02-02 11:46:55,"Wise, Campbell and Bonilla",PLC,POS-7459,Lake Ryanport,892.07,Brittany Craig,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000291,PURCHASE,2024-09-23 11:46:55,Hardin-Foster,PLC,POS-1662,Terrystad,412.44,Robert Willis,AMEX,EUR,SUCCESS,SUCCESS
TXN000292,CASHBACK,2025-01-28 11:46:55,Reed Group,Group,POS-3925,Collinsbury,121.98,Crystal Johnson MD,AMEX,USD,FAILED,Suspicious transaction (anomaly)
TXN000293,PURCHASE,2025-06-22 11:46:55,Underwood Group,Inc,POS-1132,East Sherryton,388.85,William Smith,VISA,EUR,FAILED,Suspicious transaction (anomaly)
TXN000294,PURCHASE,2024-09-08 11:46:55,"Huerta, Hull and Kim",Group,POS-4266,West Randy,90.75,Joseph Moore,RUPAY,EUR,SUCCESS,SUCCESS
TXN000295,PURCHASE,2024-10-21 11:46:55,Huang Inc,Ltd,POS-7802,South Lisaport,76.11,Elizabeth Myers,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000296,PURCHASE,2024-12-14 11:46:55,"Wilkins, Rivera and Murray",Inc,POS-7257,Jeffreymouth,479.94,Kimberly Harris,VISA,GBP,SUCCESS,SUCCESS
TXN000297,PURCHASE,2024-12-31 11:46:55,Coleman Inc,Inc,POS-1674,Adrianport,619.6,Andrew Williams,AMEX,USD,SUCCESS,SUCCESS
TXN000298,CASHBACK,2025-01-18 11:46:55,"Parrish, Harrison and Miller",and Sons,POS-7020,Lake Annville,828.81,Austin Waters,RUPAY,EUR,SUCCESS,SUCCESS
TXN000299,CASHBACK,2024-10-23 11:46:55,Harris Inc,Group,POS-2508,Millerfort,259.2,Jill Mason,VISA,USD,SUCCESS,SUCCESS
TXN000300,REFUND,2025-07-02 11:46:55,Fernandez and Sons,LLC,POS-3324,Dixonland,624.61,Tina Cross,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000301,PURCHASE,2024-09-24 11:46:55,"Wright, Daniel and Vang",LLC,POS-6235,Annashire,209.64,Susan Allen,VISA,USD,SUCCESS,SUCCESS
TXN000302,CASHBACK,2024-11-13 11:46:55,"Davis, Jacobs and Horn",LLC,POS-3040,Sherrihaven,513.91,Adam Thomas,RUPAY,GBP,SUCCESS,SUCCESS
TXN000303,PURCHASE,2024-11-24 11:46:55,"Maldonado, Clark and Leach",and Sons,POS-9974,Port Tracyfort,346.42,Desiree Green,RUPAY,INR,SUCCESS,SUCCESS
TXN000304,REFUND,2025-06-04 11:46:55,Brennan and Sons,Ltd,POS-9281,Lisamouth,342.24,Mark Shaw,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000305,PURCHASE,2025-01-16 11:46:55,Thomas-King,and Sons,POS-8873,New Emilybury,777.47,James Garcia,RUPAY,USD,SUCCESS,SUCCESS
TXN000306,REFUND,2025-07-11 11:46:55,Hampton-Branch,PLC,POS-7633,Anthonymouth,958.99,Andrew Todd,RUPAY,EUR,FAILED,Suspicious transaction (anomaly)
TXN000307,REFUND,2025-03-13 11:46:55,"Nelson, Marsh and Gillespie",Inc,POS-5148,Jennifermouth,482.46,Aimee Gregory,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000308,REFUND,2025-02-19 11:46:55,Rios Ltd,and Sons,POS-6897,Mikehaven,656.76,Carolyn Gonzalez,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000309,PURCHASE,2025-02-11 11:46:55,"Bishop, Jones and Mitchell",Ltd,POS-9483,West Adamburgh,634.59,Steve Young,VISA,USD,SUCCESS,SUCCESS
TXN000310,PURCHASE,2025-01-20 11:46:55,"Cardenas, Melendez and Johnson",PLC,POS-1601,South Nancy,341.1,Leslie Nixon,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000311,REFUND,2024-08-01 11:46:55,Diaz-Wise,Inc,POS-4074,Coxfort,417.35,Crystal Becker,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000312,REFUND,2025-06-20 11:46:55,"Trujillo, Goodman and Oneal",Group,POS-6553,Lake Mistyborough,888.79,Kathleen Todd,MASTERCARD,INR,SUCCESS,SUCCESS
