transactionId,transactionType,transactionDate,transactionStatus,merchantName,storeName,deviceName,location,totalAmount,cardHolderName,cardType,currencyCode,failureReason
TXN000182,REFUND,2024-11-08 13:05:49,,"Vasquez, Smith and Barnes",LLC,POS-7432,Christophertown,24.64,Cynthia Faulkner,AMEX,GBP,
TXN000183,PURCHASE,2024-10-19 13:05:49,,Matthews PLC,LLC,POS-5299,South Jonathan,934.75,Diana Roberson,VISA,GBP,
TXN000184,REFUND,2025-05-18 13:05:49,,Reyes Ltd,PLC,POS-7615,Jeremyshire,353.12,Brandon Moore,VISA,USD,
TXN000185,REFUND,2025-07-01 13:05:49,,"Silva, Washington and Moses",PLC,POS-5160,Grahamfurt,683.92,Allison Hamilton,AMEX,EUR,
TXN000186,CASHBACK,2024-10-27 13:05:49,,"Walls, Anderson and Thomas",Inc,POS-6575,Lake Russellton,392.21,Deborah Wilson,AMEX,EUR,
TXN000187,PURCHASE,2024-10-02 13:05:49,,Brooks-Pratt,and Sons,POS-6397,West Zacharytown,806.75,Jon Johnson,MASTERCARD,INR,
TXN000188,PURCHASE,2025-05-01 13:05:49,,Rivera-Cooper,Inc,POS-6417,Mosesland,847.75,Brian Jones,VISA,USD,
TXN000189,CASHBACK,2025-04-30 13:05:49,,"Anderson, Johnson and Pittman",and Sons,POS-6645,Colinborough,369.56,Melissa Hayden MD,AMEX,INR,
TXN000190,REFUND,2024-12-24 13:05:49,,"Hale, Gonzales and Moore",Ltd,POS-8061,Terriside,987.6,Cindy Clayton,VISA,EUR,
TXN000191,CASHBACK,2025-06-26 13:05:49,,Hill Ltd,Inc,POS-8239,Lake Loriport,134.59,Rachael Morris,VISA,GBP,
TXN000192,CASHBACK,2024-08-13 13:05:49,,Carr LLC,Inc,POS-5220,Lake Joshua,749.81,Justin Grimes,MASTERCARD,USD,
TXN000193,CASHBACK,2024-12-13 13:05:49,,Perry PLC,Group,POS-5566,North Brittneymouth,950.29,Carrie Allen MD,MASTERCARD,EUR,
TXN000194,PURCHASE,2024-08-15 13:05:49,,"Mitchell, Johnson and Smith",LLC,POS-3578,Port Theresamouth,583.89,Joshua Krause,RUPAY,GBP,
TXN000195,REFUND,2025-02-09 13:05:49,,Logan and Sons,Ltd,POS-5668,West Carla,23.5,Jennifer Aguilar,AMEX,INR,
TXN000196,CASHBACK,2024-10-22 13:05:49,,Tapia-Lozano,PLC,POS-6208,Prestonville,990.19,Christopher Williams,MASTERCARD,GBP,
TXN000197,PURCHASE,2025-07-15 13:05:49,,"Morton, Reyes and Allen",LLC,POS-9377,Port Ianberg,163.78,Alexis Molina,RUPAY,INR,
TXN000198,REFUND,2025-06-30 13:05:49,,"Gutierrez, Rose and Porter",LLC,POS-7744,Reynoldston,640.3,Stephen Warren,MASTERCARD,USD,
TXN000199,REFUND,2024-10-21 13:05:49,,Wright and Sons,LLC,POS-3597,East Andrea,683.46,Alexander Hall,AMEX,GBP,
TXN000200,PURCHASE,2025-03-13 13:05:49,,"Butler, Stephenson and Acevedo",and Sons,POS-4966,Port Bonnie,281.73,David Huerta,RUPAY,USD,
TXN000201,CASHBACK,2024-12-01 13:05:49,,Lindsey-Foley,Ltd,POS-4878,Lake Stevenborough,746.6,Christopher Wagner,RUPAY,USD,
TXN000202,PURCHASE,2025-04-25 13:05:49,,Cruz PLC,Group,POS-8217,East Melissaside,924.32,Roger Miller,RUPAY,GBP,
TXN000203,REFUND,2025-03-11 13:05:49,,"Terrell, Reese and Cole",LLC,POS-8163,Dudleyfurt,882.97,Billy Gill,AMEX,INR,
TXN000204,PURCHASE,2025-02-11 13:05:49,,"Sanchez, Clark and Williams",Inc,POS-1493,Lake Seanmouth,497.59,Stephanie Stanley,AMEX,EUR,
TXN000205,REFUND,2025-01-02 13:05:49,,"Sims, Hicks and Smith",and Sons,POS-8137,Elizabethstad,777.69,Elizabeth May,RUPAY,USD,
TXN000206,CASHBACK,2024-11-22 13:05:49,,Anderson-Mendoza,Ltd,POS-6809,New Randy,831.55,Jeremiah Alvarez,MASTERCARD,INR,
TXN000207,REFUND,2025-07-06 13:05:49,,Pace-Haynes,LLC,POS-7522,Melissafurt,478.99,James Woodard,MASTERCARD,USD,
TXN000208,PURCHASE,2024-10-02 13:05:49,,Craig-Sherman,and Sons,POS-6692,South Javier,367.41,Katrina Morton,VISA,EUR,
TXN000209,CASHBACK,2025-05-23 13:05:49,,"Sherman, Schmidt and Pruitt",Ltd,POS-9857,Starkview,476.39,Jesus Santos,AMEX,USD,
TXN000210,REFUND,2024-12-29 13:05:49,,Clarke and Sons,LLC,POS-3052,Vazqueztown,984.47,Brian Scott,AMEX,GBP,
TXN000211,CASHBACK,2025-05-07 13:05:49,,Petersen and Sons,and Sons,POS-3416,Lake Michael,410.16,Alexa Ewing,AMEX,USD,
TXN000212,PURCHASE,2025-05-15 13:05:49,,Smith and Sons,LLC,POS-3194,South Madeline,911.51,Shannon Miller,VISA,USD,
TXN000213,CASHBACK,2024-07-30 13:05:49,,Casey-Lyons,and Sons,POS-7344,New Amandastad,950.18,Sheila Cruz,AMEX,USD,
TXN000214,PURCHASE,2024-10-05 13:05:49,,Lopez-White,Ltd,POS-3857,New Brittany,815.17,Mark Lozano,MASTERCARD,INR,
TXN000215,REFUND,2024-07-25 13:05:49,,Bullock Inc,Group,POS-5159,Lake Deborahberg,784.51,Jennifer Rivera,RUPAY,EUR,
TXN000216,REFUND,2024-10-09 13:05:49,,"Howe, Harvey and Klein",LLC,POS-3503,West Tiffany,48.22,Denise Rowland,MASTERCARD,USD,
TXN000217,REFUND,2025-06-12 13:05:49,,"Durham, Adams and Brewer",Group,POS-4160,North William,651.92,Jennifer West,RUPAY,EUR,
TXN000218,REFUND,2024-10-24 13:05:49,,"Moore, Bradshaw and Miranda",Ltd,POS-3611,New Kiaraburgh,712.44,Karen Parks,MASTERCARD,GBP,
TXN000219,CASHBACK,2025-06-19 13:05:49,,Cohen Group,LLC,POS-9903,Kristenstad,91.59,Kimberly Jones,AMEX,USD,
TXN000220,PURCHASE,2025-05-26 13:05:49,,Franklin and Sons,Inc,POS-8007,Cruzfort,611.47,Emily Weiss,RUPAY,INR,
TXN000221,REFUND,2024-10-29 13:05:49,,Warner Ltd,PLC,POS-6931,North Jason,987.37,Stephanie Williams,VISA,EUR,
TXN000222,REFUND,2025-07-07 13:05:49,,Anderson-Simon,LLC,POS-3991,Sullivanside,736.42,Russell Johns,VISA,INR,
TXN000223,CASHBACK,2025-04-11 13:05:49,,Castro and Sons,Ltd,POS-1723,New Stephanie,419.7,Laura Roberts,VISA,INR,
TXN000224,REFUND,2025-06-22 13:05:49,,Lewis-Cohen,Ltd,POS-3755,New Kimland,364.3,Margaret Moore,VISA,GBP,
TXN000225,PURCHASE,2024-12-05 13:05:49,,Wall PLC,and Sons,POS-6815,West Adammouth,608.1,Erin Potter,AMEX,INR,
TXN000226,CASHBACK,2024-11-28 13:05:50,,Watson LLC,Group,POS-7753,Faithfort,188.86,Angela Stewart,RUPAY,INR,
TXN000227,PURCHASE,2025-01-01 13:05:50,,Frank-Daniels,PLC,POS-2050,Stonebury,364.03,James Baxter,VISA,USD,
TXN000228,REFUND,2025-07-08 13:05:50,,Hernandez-Jones,and Sons,POS-3901,South Deannaville,409.73,Kelly Cunningham,VISA,INR,
TXN000229,REFUND,2024-10-08 13:05:50,,Mays-Booth,Group,POS-9126,Vargasmouth,481.77,Summer Owens,VISA,GBP,
TXN000230,REFUND,2025-07-04 13:05:50,,Hall-Shaw,Ltd,POS-9451,Harringtonstad,104.76,Jose Wright,VISA,INR,
TXN000231,REFUND,2025-05-29 13:05:50,,Alvarez LLC,Group,POS-8723,New Andrew,968.46,Vanessa Hudson,MASTERCARD,INR,
TXN000232,PURCHASE,2025-07-18 13:05:50,,Dunlap and Sons,LLC,POS-7171,Toddchester,344.31,Matthew Young,MASTERCARD,EUR,
TXN000233,PURCHASE,2025-04-28 13:05:50,,"Woods, Swanson and Cooper",Ltd,POS-4974,North Kathleen,943.72,Mr. Timothy Whitaker,AMEX,USD,
TXN000234,REFUND,2024-09-01 13:05:50,,"Roberts, Johns and Webb",Inc,POS-7522,Lutzburgh,53.73,Emily Murphy,MASTERCARD,INR,
TXN000235,REFUND,2025-04-22 13:05:50,,Bradley-Grimes,Ltd,POS-4902,New Russell,358.56,James Allen,MASTERCARD,GBP,
TXN000236,REFUND,2025-01-13 13:05:50,,Estes-Herrera,LLC,POS-3260,Allenmouth,392.64,Brianna Sanchez,VISA,EUR,
TXN000237,CASHBACK,2025-07-16 13:05:50,,Pierce-Herrera,Ltd,POS-7388,South Timothyburgh,721.28,Lisa Mckinney,MASTERCARD,EUR,
TXN000238,PURCHASE,2025-07-06 13:05:50,,Fernandez and Sons,LLC,POS-6297,Hillborough,514.99,Jason Simon,VISA,USD,
TXN000239,PURCHASE,2024-09-28 13:05:50,,Lee and Sons,PLC,POS-3419,Port Angela,780.54,Jonathan Barker,RUPAY,USD,
TXN000240,REFUND,2024-12-07 13:05:50,,Cervantes-Allison,Ltd,POS-6454,Brownville,714.09,Felicia Moore,MASTERCARD,INR,
TXN000241,CASHBACK,2025-03-30 13:05:50,,Gilbert-Hansen,LLC,POS-9738,Farrellfort,406.38,Tracy Davis,MASTERCARD,GBP,
TXN000242,CASHBACK,2024-08-15 13:05:50,,Cowan Ltd,Inc,POS-6744,Port Donnahaven,966.39,Nicholas Carlson,RUPAY,GBP,
TXN000243,PURCHASE,2024-11-19 13:05:50,,Santana and Sons,Inc,POS-7254,Port Codyport,232.78,Kevin Myers,RUPAY,EUR,
TXN000244,CASHBACK,2024-11-14 13:05:50,,Barton PLC,PLC,POS-7505,West Kenneth,921.21,Leslie Perez,VISA,INR,
TXN000245,REFUND,2024-10-22 13:05:50,,Liu LLC,Group,POS-7091,Dustinview,546.92,Chad Bridges,RUPAY,EUR,
TXN000246,REFUND,2025-06-28 13:05:50,,Dickson-White,PLC,POS-6268,West Amandafort,868.66,Nicole Figueroa,RUPAY,USD,
TXN000247,CASHBACK,2025-06-24 13:05:50,,Roach Ltd,PLC,POS-3362,Latoyabury,716.34,Charles Clark,VISA,GBP,
TXN000248,CASHBACK,2024-12-29 13:05:50,,"Lowe, Barnes and Thomas",PLC,POS-8093,New Lucasbury,925.32,Joyce Beck,RUPAY,GBP,
TXN000249,PURCHASE,2025-04-23 13:05:50,,Hall-Banks,Ltd,POS-6578,Emmaborough,479.62,John Gomez,MASTERCARD,INR,
TXN000250,CASHBACK,2025-05-22 13:05:50,,"Costa, Robinson and Tran",Inc,POS-7033,South Daniel,351.97,Marissa Black,AMEX,GBP,
TXN000251,CASHBACK,2024-10-26 13:05:50,,Baldwin Group,and Sons,POS-1883,Greenside,203.74,Rick Stevenson,AMEX,EUR,
TXN000252,CASHBACK,2024-09-23 13:05:50,,Alexander-Murphy,PLC,POS-6319,West Marissafurt,303.08,Janet Martinez,VISA,INR,
TXN000253,CASHBACK,2024-12-10 13:05:50,,"Marquez, Carroll and Douglas",LLC,POS-1571,Blackshire,685.4,Christine Harris DVM,AMEX,GBP,
TXN000254,CASHBACK,2025-04-03 13:05:50,,Nichols Inc,PLC,POS-6683,Curryburgh,142.82,David Davis,VISA,INR,
TXN000255,PURCHASE,2025-07-03 13:05:50,,Russell-Clay,PLC,POS-8054,New James,580.93,Corey Villarreal MD,RUPAY,USD,
TXN000256,CASHBACK,2024-07-20 13:05:50,,"Lee, Ray and Fowler",Group,POS-2275,Hancockview,780.02,Kaitlin Mccoy,MASTERCARD,EUR,
TXN000257,PURCHASE,2025-04-03 13:05:50,,Bell and Sons,Ltd,POS-3694,East Scotthaven,235.97,Samantha Thomas,MASTERCARD,GBP,
TXN000258,REFUND,2024-09-02 13:05:50,,Ruiz-Munoz,Ltd,POS-5719,Philipport,719.28,Ann Martinez,AMEX,USD,
TXN000259,REFUND,2025-03-06 13:05:50,,Wood-Howell,Inc,POS-3593,Port Derek,349.05,Cynthia Smith,AMEX,EUR,
TXN000260,REFUND,2024-10-07 13:05:50,,Thomas-Richard,LLC,POS-6001,North William,242.19,Nathaniel Ward,RUPAY,INR,
TXN000261,REFUND,2024-11-19 13:05:50,,Gonzalez LLC,PLC,POS-9381,Curtisfurt,313.1,Charles Jones,RUPAY,GBP,
TXN000262,PURCHASE,2024-08-03 13:05:50,,"Stanley, Rose and Greer",Group,POS-3523,Ericberg,156.17,Jessica Figueroa,VISA,EUR,
TXN000263,CASHBACK,2024-08-23 13:05:50,,David and Sons,Group,POS-9412,Gileston,120.07,John Miller,MASTERCARD,GBP,
TXN000264,PURCHASE,2025-06-30 13:05:50,,Holland-Garcia,Group,POS-1171,New Brad,124.24,Melinda Lawrence,AMEX,GBP,
TXN000265,REFUND,2025-05-24 13:05:50,,Underwood-Mclaughlin,LLC,POS-8415,Martinville,375.4,Lauren Luna,AMEX,GBP,
TXN000266,PURCHASE,2025-04-28 13:05:50,,"Moore, Crawford and Mahoney",and Sons,POS-2276,East Douglasberg,782.71,Valerie Charles,MASTERCARD,USD,
TXN000267,CASHBACK,2025-04-24 13:05:50,,"Oliver, Jones and Ramirez",LLC,POS-9472,Rayview,414.81,Wendy Erickson,MASTERCARD,GBP,
TXN000268,CASHBACK,2024-08-02 13:05:50,,Carey Group,Inc,POS-7635,Marvinchester,271.49,Alex Phillips,MASTERCARD,GBP,
TXN000269,PURCHASE,2024-12-05 13:05:50,,Lewis Inc,PLC,POS-1879,East Monique,917.09,Francisco Baxter,VISA,GBP,
TXN000270,REFUND,2025-03-21 13:05:50,,Fisher-Stone,and Sons,POS-9303,Jenniferside,874.68,Tammy Evans MD,VISA,GBP,
TXN000271,CASHBACK,2025-05-27 13:05:50,,"Nelson, Owen and Green",LLC,POS-5402,West Dustintown,834.83,Mason Williams,RUPAY,GBP,
TXN000272,REFUND,2025-03-05 13:05:50,,Dixon-Ingram,Group,POS-3965,East Mary,237.47,Ryan Zimmerman,AMEX,EUR,
TXN000273,REFUND,2024-09-10 13:05:50,,Washington Group,LLC,POS-3353,Andersonfort,462.35,Shane Benson,VISA,GBP,
TXN000274,REFUND,2024-10-02 13:05:50,,Morgan Ltd,Ltd,POS-7717,Lake Anthonyport,560.58,Nathan Lee,AMEX,GBP,
TXN000275,PURCHASE,2025-05-23 13:05:50,,Chan-Anderson,Ltd,POS-5861,East Michaelfort,149.66,Michael Gomez,VISA,EUR,
TXN000276,CASHBACK,2025-06-19 13:05:50,,Ortiz-Silva,Inc,POS-3241,Andersontown,590.63,Kelly Haynes,MASTERCARD,USD,
TXN000277,PURCHASE,2024-12-23 13:05:50,,"Castillo, Long and Le",Group,POS-9033,Lake Maryburgh,716.98,Joseph Grant,VISA,GBP,
TXN000278,CASHBACK,2025-01-22 13:05:50,,"Rogers, Novak and Smith",LLC,POS-6620,Shaunborough,873.86,Stephen Duncan,VISA,EUR,
TXN000279,PURCHASE,2024-11-06 13:05:50,,Gardner-Pineda,Group,POS-6103,North Adammouth,281.71,Emily Wilson,VISA,GBP,
TXN000280,REFUND,2024-10-31 13:05:50,,Oneal-Garcia,PLC,POS-6584,Joybury,100.75,Ashley Martin,AMEX,GBP,
TXN000281,PURCHASE,2025-01-11 13:05:50,,Martin LLC,Ltd,POS-7244,South Janet,862.12,Kristina Smith,MASTERCARD,EUR,
TXN000282,REFUND,2025-04-07 13:05:50,,Garcia Inc,Ltd,POS-8882,Clarkfurt,663.4,Matthew Wagner,AMEX,INR,
TXN000283,REFUND,2024-09-08 13:05:50,,Lopez-Bowman,Inc,POS-3119,Wallerbury,832.84,Jose Kennedy,VISA,GBP,
TXN000284,REFUND,2024-11-04 13:05:50,,"Mcdonald, Garner and Mckee",LLC,POS-8716,Kimberlyburgh,236.36,Stephanie Morris,AMEX,INR,
TXN000285,REFUND,2025-02-26 13:05:50,,Watson PLC,Ltd,POS-6885,Emmatown,972.97,Mrs. Kelly Santana,AMEX,USD,
TXN000286,REFUND,2025-02-19 13:05:50,,Velasquez Ltd,PLC,POS-2976,Andreaton,451.53,Steven Conner PhD,AMEX,EUR,
TXN000287,CASHBACK,2025-04-14 13:05:50,,Smith-Bradley,Inc,POS-6539,Braunland,504.31,Melissa Everett,VISA,GBP,
TXN000288,REFUND,2024-11-23 13:05:50,,Austin-Clark,Group,POS-9413,New Thomasmouth,467.16,April Jensen,MASTERCARD,GBP,
TXN000289,CASHBACK,2025-02-09 13:05:50,,Cole-Palmer,LLC,POS-8973,North Christopherfurt,240.33,Jane Newman,VISA,USD,
TXN000290,REFUND,2025-02-06 13:05:50,,"Wise, Campbell and Bonilla",PLC,POS-7459,Lake Ryanport,892.07,Brittany Craig,MASTERCARD,GBP,
TXN000291,PURCHASE,2024-09-27 13:05:50,,Hardin-Foster,PLC,POS-1662,Terrystad,412.44,Robert Willis,AMEX,EUR,
TXN000292,CASHBACK,2025-02-01 13:05:50,,Reed Group,Group,POS-3925,Collinsbury,121.98,Crystal Johnson MD,AMEX,USD,
TXN000293,PURCHASE,2025-06-26 13:05:50,,Underwood Group,Inc,POS-1132,East Sherryton,388.85,William Smith,VISA,EUR,
TXN000294,PURCHASE,2024-09-12 13:05:50,,"Huerta, Hull and Kim",Group,POS-4266,West Randy,90.75,Joseph Moore,RUPAY,EUR,
TXN000295,PURCHASE,2024-10-25 13:05:50,,Huang Inc,Ltd,POS-7802,South Lisaport,76.11,Elizabeth Myers,MASTERCARD,EUR,
TXN000296,PURCHASE,2024-12-18 13:05:50,,"Wilkins, Rivera and Murray",Inc,POS-7257,Jeffreymouth,479.94,Kimberly Harris,VISA,GBP,
TXN000297,PURCHASE,2025-01-04 13:05:50,,Coleman Inc,Inc,POS-1674,Adrianport,619.6,Andrew Williams,AMEX,USD,
TXN000298,CASHBACK,2025-01-22 13:05:50,,"Parrish, Harrison and Miller",and Sons,POS-7020,Lake Annville,828.81,Austin Waters,RUPAY,EUR,
TXN000299,CASHBACK,2024-10-27 13:05:50,,Harris Inc,Group,POS-2508,Millerfort,259.2,Jill Mason,VISA,USD,
TXN000300,REFUND,2025-07-06 13:05:50,,Fernandez and Sons,LLC,POS-3324,Dixonland,624.61,Tina Cross,MASTERCARD,GBP,
TXN000301,PURCHASE,2024-09-28 13:05:50,,"Wright, Daniel and Vang",LLC,POS-6235,Annashire,209.64,Susan Allen,VISA,USD,
TXN000302,CASHBACK,2024-11-17 13:05:50,,"Davis, Jacobs and Horn",LLC,POS-3040,Sherrihaven,513.91,Adam Thomas,RUPAY,GBP,
TXN000303,PURCHASE,2024-11-28 13:05:50,,"Maldonado, Clark and Leach",and Sons,POS-9974,Port Tracyfort,346.42,Desiree Green,RUPAY,INR,
TXN000304,REFUND,2025-06-08 13:05:50,,Brennan and Sons,Ltd,POS-9281,Lisamouth,342.24,Mark Shaw,MASTERCARD,GBP,
TXN000305,PURCHASE,2025-01-20 13:05:50,,Thomas-King,and Sons,POS-8873,New Emilybury,777.47,James Garcia,RUPAY,USD,
TXN000306,REFUND,2025-07-15 13:05:50,,Hampton-Branch,PLC,POS-7633,Anthonymouth,958.99,Andrew Todd,RUPAY,EUR,
TXN000307,REFUND,2025-03-17 13:05:50,,"Nelson, Marsh and Gillespie",Inc,POS-5148,Jennifermouth,482.46,Aimee Gregory,MASTERCARD,EUR,
TXN000308,REFUND,2025-02-23 13:05:50,,Rios Ltd,and Sons,POS-6897,Mikehaven,656.76,Carolyn Gonzalez,MASTERCARD,USD,
TXN000309,PURCHASE,2025-02-15 13:05:50,,"Bishop, Jones and Mitchell",Ltd,POS-9483,West Adamburgh,634.59,Steve Young,VISA,USD,
TXN000310,PURCHASE,2025-01-24 13:05:50,,"Cardenas, Melendez and Johnson",PLC,POS-1601,South Nancy,341.1,Leslie Nixon,MASTERCARD,GBP,
TXN000311,REFUND,2024-08-05 13:05:50,,Diaz-Wise,Inc,POS-4074,Coxfort,417.35,Crystal Becker,MASTERCARD,EUR,
TXN000312,REFUND,2025-06-24 13:05:50,,"Trujillo, Goodman and Oneal",Group,POS-6553,Lake Mistyborough,888.79,Kathleen Todd,MASTERCARD,INR,
TXN000313,PURCHASE,2024-10-26 13:05:50,,Moore Group,Group,POS-9892,Wilcoxborough,715.45,Michael Moore,RUPAY,EUR,
TXN000314,CASHBACK,2024-07-31 13:05:50,,"Smith, Bartlett and Curry",Inc,POS-9084,West Gregory,899.87,Steven Fisher,MASTERCARD,GBP,
TXN000315,PURCHASE,2025-03-16 13:05:50,,"Chandler, Henry and Wilson",PLC,POS-8991,Jonathanport,905.9,Jose Porter,AMEX,EUR,
TXN000316,PURCHASE,2025-06-26 13:05:50,,"Palmer, Shaw and Henderson",Ltd,POS-2020,Bowentown,142.83,Bradley Yates,RUPAY,EUR,
TXN000317,CASHBACK,2024-08-02 13:05:50,,"Shepherd, Johnson and Shelton",Group,POS-2786,Andreahaven,863.33,Patrick Warner,RUPAY,INR,
TXN000318,CASHBACK,2025-01-26 13:05:50,,Lane-Drake,Inc,POS-9084,Jasonchester,688.59,Brent Kramer,MASTERCARD,INR,
TXN000319,CASHBACK,2025-01-17 13:05:50,,Fuller-Bird,Group,POS-8178,Meghanberg,396.91,Tyler King MD,AMEX,GBP,
TXN000320,PURCHASE,2025-05-04 13:05:50,,"Cummings, Braun and Rowe",LLC,POS-4600,Phillipside,756.61,Linda Parker,MASTERCARD,GBP,
TXN000321,REFUND,2024-07-21 13:05:50,,Gordon and Sons,Inc,POS-9857,Jamestown,217.92,Blake Mills Jr.,AMEX,USD,
TXN000322,PURCHASE,2024-12-23 13:05:50,,Hart-Hart,Inc,POS-4396,Michaelberg,96.69,Susan Williams,RUPAY,GBP,
TXN000323,CASHBACK,2025-04-02 13:05:50,,Macias PLC,Ltd,POS-1067,West Dianeshire,961.08,Randy Sandoval,MASTERCARD,GBP,
TXN000324,REFUND,2025-01-05 13:05:50,,Sullivan-Chen,Inc,POS-9911,Bondfort,541.83,Johnathan Bennett,VISA,GBP,
TXN000325,PURCHASE,2025-04-05 13:05:50,,Pacheco-Gill,Ltd,POS-7870,West Charles,620.84,Frank Carter,AMEX,INR,
TXN000326,PURCHASE,2025-07-07 13:05:50,,Cooper-Martin,and Sons,POS-4917,Lindafort,617.73,Joshua Munoz,VISA,INR,
TXN000327,PURCHASE,2024-11-22 13:05:50,,"Stewart, Miller and Stewart",LLC,POS-5233,Elaineville,119.08,Frank Murphy,RUPAY,INR,
TXN000328,PURCHASE,2025-01-04 13:05:50,,Chase-Shields,and Sons,POS-7292,Danielleburgh,748.52,Caitlin Benjamin,AMEX,EUR,
TXN000329,CASHBACK,2025-03-05 13:05:50,,Marquez LLC,Ltd,POS-2457,North Nicholasland,53.57,John Taylor,AMEX,GBP,
TXN000330,PURCHASE,2024-10-22 13:05:50,,Brown Inc,and Sons,POS-8855,Port Richardville,440.35,Kenneth Garcia,RUPAY,USD,
TXN000331,PURCHASE,2024-12-08 13:05:50,,"Yoder, Bruce and Powell",and Sons,POS-3188,Parkmouth,764.02,Maria Powell,VISA,USD,
TXN000332,CASHBACK,2024-12-10 13:05:50,,Moon Ltd,Inc,POS-5061,Lake Abigail,41.47,Heather Fitzgerald,AMEX,INR,
TXN000333,REFUND,2025-05-20 13:05:50,,"Davenport, Rivera and Coleman",LLC,POS-6633,Lambberg,298.71,Jonathan Noble,MASTERCARD,USD,
TXN000334,REFUND,2024-10-28 13:05:50,,Martinez Group,Group,POS-1228,West Karenville,169.81,Curtis Jensen,RUPAY,USD,
TXN000335,CASHBACK,2025-03-08 13:05:50,,Keller-Dalton,PLC,POS-6432,Valenzuelaview,146.29,Alicia Cohen,VISA,GBP,
TXN000336,PURCHASE,2025-03-12 13:05:50,,Nelson PLC,PLC,POS-2707,West Scottville,525.49,Joseph Rice,MASTERCARD,GBP,
TXN000337,PURCHASE,2024-10-25 13:05:50,,"Hart, Mclaughlin and Bennett",Group,POS-4660,Charlenemouth,353.85,Gary Snyder,MASTERCARD,EUR,
TXN000338,CASHBACK,2024-08-13 13:05:50,,"Bowen, Kirk and Hester",Group,POS-4770,North Christopher,405.04,Sarah Hubbard,RUPAY,INR,
TXN000339,PURCHASE,2025-03-03 13:05:50,,Brown LLC,Ltd,POS-6710,Port Bryan,974.1,David Thompson,MASTERCARD,EUR,
TXN000340,REFUND,2025-02-08 13:05:50,,Moses-Downs,PLC,POS-3104,Paulaborough,284.05,Andrew Doyle,VISA,USD,
TXN000341,CASHBACK,2025-02-01 13:05:50,,"Smith, Griffin and Smith",and Sons,POS-6052,North Beth,873.51,Thomas French,AMEX,USD,
TXN000342,PURCHASE,2024-09-08 13:05:50,,Ware-Waters,Group,POS-1231,Alexandrafort,299.48,Derek Berg,VISA,EUR,
TXN000343,CASHBACK,2025-02-28 13:05:50,,Moody-Rivera,Ltd,POS-4299,Sarahview,517.58,Alexis Pittman,AMEX,GBP,
TXN000344,PURCHASE,2024-12-18 13:05:50,,"Owens, Evans and Patterson",Ltd,POS-9236,East Thomas,536.58,Carolyn Everett,RUPAY,USD,
TXN000345,PURCHASE,2024-09-18 13:05:50,,Miller LLC,PLC,POS-8585,New Melissa,996.74,Barbara Giles,MASTERCARD,INR,
TXN000346,PURCHASE,2024-08-31 13:05:50,,Schmitt-Wilson,Inc,POS-8159,Lake Joland,676.89,Miranda Ware,AMEX,USD,
TXN000347,PURCHASE,2025-07-14 13:05:50,,"Taylor, Hart and Lucas",LLC,POS-5412,North Nicholasberg,85.41,Steven Harris,AMEX,INR,
TXN000348,CASHBACK,2024-08-18 13:05:50,,Gallagher PLC,Group,POS-5709,Codychester,57.95,Anna Mckee,MASTERCARD,EUR,
TXN000349,REFUND,2024-09-16 13:05:50,,"Anderson, Middleton and Baker",Ltd,POS-1918,Garymouth,788.1,Nicole Foster,RUPAY,INR,
TXN000350,CASHBACK,2025-03-25 13:05:50,,Lopez Group,and Sons,POS-5152,Sarashire,951.3,Austin Franklin,RUPAY,GBP,
TXN000351,CASHBACK,2025-05-17 13:05:50,,Sanchez-Savage,Inc,POS-7941,Martinland,380.73,Terri Smith,VISA,EUR,
TXN000352,CASHBACK,2024-11-16 13:05:50,,"Garrett, Gates and Navarro",PLC,POS-7286,Erinmouth,40.3,Melissa Moody,VISA,INR,
TXN000353,PURCHASE,2025-04-16 13:05:50,,Mcdonald-Johnson,Inc,POS-3108,Shepherdberg,960.69,Elizabeth Evans,VISA,INR,
TXN000354,CASHBACK,2024-12-19 13:05:50,,Burns Group,Inc,POS-3040,Rebeccachester,532.06,Elizabeth White,RUPAY,INR,
TXN000355,REFUND,2024-12-24 13:05:50,,"Aguirre, Moore and Fisher",PLC,POS-8069,Kaneside,476.01,Brenda Fisher,VISA,EUR,
TXN000356,CASHBACK,2024-10-23 13:05:50,,Anderson-Fitzpatrick,LLC,POS-6854,Port Christopher,210.44,Dale Fritz,MASTERCARD,EUR,
TXN000357,REFUND,2025-05-05 13:05:50,,"Cordova, Pena and Lee",Group,POS-4052,Josephshire,556.16,Terry Brady,AMEX,USD,
TXN000358,PURCHASE,2025-03-21 13:05:50,,Collins Group,Group,POS-7838,Port Jillian,925.99,Joseph Carlson,MASTERCARD,EUR,
TXN000359,CASHBACK,2025-05-14 13:05:50,,Ritter-Marsh,LLC,POS-3752,New Michael,747.54,Cassandra Moran,AMEX,USD,
TXN000360,CASHBACK,2024-11-25 13:05:50,,Lamb Inc,LLC,POS-4273,Mooreview,71.74,Lisa Jackson,MASTERCARD,GBP,
TXN000361,CASHBACK,2025-01-01 13:05:50,,Johnson-Farley,Inc,POS-4481,South Robert,390.96,Keith Nichols,RUPAY,USD,
TXN000362,PURCHASE,2025-06-04 13:05:50,,Nguyen Group,PLC,POS-9729,Port Gavinburgh,21.54,Leah Williams,VISA,USD,
